name,price,brand,size_value,size_unit,category,subcategory,url
Ambari Turmeric Powder 100 Gm,₹ 50.00,Ambari,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Ambari Dhania Powder 100 Gm,₹ 44.00,Ambari,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Sambhar Masala 50 Gm,₹ 30.00,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Pavbhaji Masala 50 Gm,₹ 47.00,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Biryani Masala 50 Gm,₹ 59.00,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Mutton Masala 50 Gm,₹ 36.00,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Paneer Tikka Masala 50 Gm,₹ 30.00,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Tamrind 1 Kg,,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Ambari Kanda Lasun Masala 100 Gm,₹ 30.00,Ambari,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Chakli Masala 50 Gm,₹ 16.00,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Misal Masala 50 Gm,₹ 28.00,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Black Till 50 Gm,₹ 24.00,Star,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Black Fine Mustard (Rai) 50 Gm,,Star,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Jeera Whole 50 Gm,,Star,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Methi 50 Gm,,Star,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Black Big Mustard (Rai) 50 Gm,,Star,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Britannia The Laughing Cow Cheese Round Box 120 Gm,₹ 130.95,Britannia,120,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Rc Idly & Dosa Batter 1 Kg,₹ 90.00,Rc,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Pasteurised Butter 500 Gm,₹ 283.00,Amul,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Cheese Slice 200 Gm,₹ 215.00,Heritage,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Fabsta Toned Milk Tetra Pack 1 Ltr,₹ 64.00,Fabsta,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Shubham Standard Milk Pouch 500 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Go Fresh Paneer 200 Gm,₹ 101.85,Go,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Curd Pouch 400 Gm,₹ 36.00,Milky Mist,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Goodlife Fino Milk 500 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Paneer Pouch 200 Gm,₹ 124.16,Milky Mist,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Tonned Fresh Milk Pouch 500 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Buffalo Pouch Milk 1 Ltr,₹ 70.00,Amul,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Mango Lassi Tetrapack 1 Ltr,₹ 90.00,Amul,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Cow Milk Pouch 500 Ml,₹ 28.00,Mother Dairy,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Gowardhan Gold Cow Milk Pouch 1 Ltr,₹ 58.00,Go,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Taaza Toned Milk Tetrapack 200 Ml,₹ 16.49,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Gold Milk Tetrapack 1 Ltr,₹ 77.60,Amul,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Goodlife Milk Tetrapack 1 Ltr,₹ 67.90,Nandini,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Taaza Toned Milk Tetrapack 1 Ltr,₹ 71.00,Amul,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Cavin'S Milkshake Chocolate 180 Ml,₹ 36.00,Cavin'S,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Cavin'S Milkshake Vanilla 1 Ltr,₹ 155.20,Cavin'S,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Cavin'S Milkshake Chocolate 1 Ltr,₹ 155.20,Cavin'S,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Danish Bun 60 Gm,,Modern,60,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandas Brown Bread 400 Gm,,Nandas,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandas Premium Sandwich Bread 400 Gm,,Nandas,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Vanilla Cream Buns 50 Gm,,Modern,50,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Homogenised Cow Milk Pouch 500 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini A2 Desi Cow Milk Pouch 500 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Jersey Toned Milk Pouch 1 Ltr,,Jersey,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Toned Milk Pouch 1 Ltr,,Heritage,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Stirred Blueberry Yoghurt 100 Gm,₹ 22.00,Amul,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Stirred Strawberry Yoghurt 100 Gm,₹ 22.00,Amul,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Cavin'S Belgian Chocolate Milkshake Tetrapack 180 Ml,₹ 38.25,Cavin'S,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Gokul Full Cream Milk Pouch 1 Ltr,,Gokul,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Gokul Cow Milk Pouch 500 Ml,,Gokul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Probiotic Rose Lassi Cup 180 Ml,₹ 20.00,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Ao Malai Paneer 200 Gm,,Ao,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Ao Curd Pouch 200 Gm,,Ao,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Ao Curd Pouch 500 Gm,,Ao,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Ao A2 Pro Buttermilk Spiced Pouch 200 Ml,,Ao,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Ao Greek Yoghurt Plain 90 Gm,,Ao,90,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Ao Greek Yoghurt Mango 90 Gm,,Ao,90,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Every Day Yogurt Mango 75 Gm,,Epigamia,75,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Every Day Yogurt Strawberry 75 Gm,,Epigamia,75,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Every Day Yogurt Lychee 75 Gm,,Epigamia,75,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Ao Spiced Buttermilk Tetrapack 200 Ml,,Ao,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Buffalo Milk 500 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Tadka Chaas Pouch 270 Ml,₹ 10.00,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Buttermilk Tetrapack 180 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Masti Dahi Tub 1 Kg,,Amul,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Soyfit Tofu 200 Gm,,Soyfit,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Good Life Strawberry Flavored Milk Pet Bottle 200 Gm,,Nandini,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Good Life Badam Flavored Milk Pet Bottle 200 Gm,,Nandini,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage A One Spiced Buttermilk Pouch 500 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Buttermilk Pouch 200 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Cooking Butter 200 Gm,₹ 140.00,Milky Mist,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Probiotic Curd Cup 400 Gm,₹ 67.90,Milky Mist,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Mango Yoghurt 100 Gm,₹ 22.00,Amul,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Multigrain Bread 450 Gm,,Britannia,450,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Kulcha 200 Gm,₹ 30.00,Modern,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Feta Cheese 100 Gm,₹ 96.00,D'Lecta,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Diced Cheese Blend 200 Gm,₹ 121.25,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Cream Cheese 150 Gm,₹ 185.00,D'Lecta,150,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Vitarich Sandwich Premium White Bread 400 Gm,,Britannia,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Curd Pouch 200 Gm,,Milky Mist,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Total Curd Cup 180 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Tm Curd Tub 1Kg,,Heritage,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Paneer 500 Gm,,Heritage,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Milk Bread 450 Gm,,Britannia,450,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Brown Bream Large 350 Gm,,Britannia,350,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Goodlife Milk Tetrapack 500 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Jersey Fresh Paneer 200 Gm,,Jersey,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Jersey Fresh Paneer 500 Gm,,Jersey,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Jersey Toned Milk Curd 1 Kg,,Jersey,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Jersey Full Cream Milk 500 Ml,,Jersey,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Probiotic Mango Lassi Cup 180 Ml,₹ 20.00,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Rabri 85 Gm,₹ 24.25,Amul,85,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Id Curd Pouch 400 Gm,₹ 42.00,Id,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Elaichi Shrikhand Cup 400 Gm,₹ 130.95,Milky Mist,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Mango Shrikhand Cup 400 Gm,₹ 130.95,Milky Mist,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Sandwich Supreme Bread 400 Gm,₹ 49.50,Modern,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Misti Doi 80 Gm,₹ 35.00,Epigamia,80,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Avsar Kaju Katri 200 Gm,₹ 209.00,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Cheese Slice 200 Gm,₹ 109.00,Milky Mist,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Salted Butter 100 Gm,,Nandini,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Salted Butter 500 Gm,,Nandini,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Unsalted Butter 500 Gm,,Nandini,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Unsalted Butter 200 Gm,,Nandini,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Jaypees Idly Dosa Batter 1Kg,,Jaypees,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Curd Cup 400 Gm,₹ 85.00,Heritage,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Atta Kulcha Pack Of 5,₹ 35.00,Britannia,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Maida Kulcha Pack Of 5,,Britannia,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Tonned Fresh Milk Pouch 1 Ltr,,Nandini,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Fresh Curd 500 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Mango Fruit Yoghurt 100 Ml,₹ 29.10,Milky Mist,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Classic Sweet Bread 400 Gm,,Modern,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Milk Plus White Bread 350 Gm,,Modern,350,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Family Special White Bread 400 Gm,,Modern,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Unsalted Butter 500 Gm,₹ 285.00,Amul,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Pasteurised Butter 100 Gm,₹ 57.00,Amul,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul School Pack Butter 100 Gm,₹ 72.75,Amul,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Garlic & Herbs Buttery Spread 100 Gm,₹ 67.90,Amul,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Pasteurised Butter Tub 200 Gm,₹ 114.46,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Yakult Lite Probiotic Drink Bottle 325 Ml,₹ 100.00,Yakult,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern 100% Whole Wheat Bread 400 Gm,₹ 49.50,Modern,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Vanilla Sweet Fill 50 Gm,,Modern,50,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Choco Sweet Fill 50 Gm,,Modern,50,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Pineapple Sweet Fill 50 Gm,,Modern,50,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Whole Wheat Pizza Base 150 Gm,₹ 35.00,Modern,150,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Medium Crust Pizza Base 150 Gm,₹ 30.00,Modern,150,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Wow Pav 280 Gm,,Modern,280,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Classic Sweet Bun 200 Gm,,Modern,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Multigrain Superseed Bread 400 Gm,₹ 54.00,Modern,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern 100% Whole Wheat Chapati 450 Gm,,Modern,450,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Diced Mozzarella Cheese 1 Kg,₹ 485.00,Amul,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Cheese Cubes 200 Gm,₹ 128.00,D'Lecta,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Process Cheese Block 200 Gm,₹ 116.00,D'Lecta,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Natural Cheddar Cheese 200 Gm,₹ 179.00,D'Lecta,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Curd Cup 1 Kg,₹ 138.00,Milky Mist,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Asal Idly & Dosa Batter 1Kg,,Asal,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Toned Milk Pouch 500 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Fino Slim Milk 500 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Fino Milk 500 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Badam Falvoured Milk Bottle 180 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Pista Falvoured Milk Bottle 180 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Strawberry Falvoured Milk Bottle 180 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Paneer Pouch 200 Gm,,Nandini,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Paneer Pouch 200 Gm,₹ 120.00,Heritage,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Paneer Pouch 1 Kg,₹ 389.00,Milky Mist,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Premium Curd Pouch 500 Gm,,Heritage,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Curd Cup 200 Gm,₹ 30.00,Milky Mist,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Curd Cup 400 Gm,₹ 63.05,Milky Mist,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Khoa 200 Gm,₹ 95.00,Milky Mist,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Id Idli Dosa Batter 2Kg,,Id,2,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Cavin'S Sweet Lassi Tetra Pack 170 Ml,₹ 22.50,Cavin'S,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Atta Bread 400 Gm,,Britannia,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Sweet Bread 400 Gm,,Britannia,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Pav 200 Gm,,Britannia,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Brown Bread 450 Gm,,Britannia,450,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Strawberry Fruit Yoghurt 100 Ml,₹ 29.10,Milky Mist,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Blueberry Fruit Yoghurt 100 Ml,₹ 29.10,Milky Mist,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Mishti Doi Cup 85 Gm,₹ 19.40,Mother Dairy,85,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Mishti Doi Cup 400 Gm,₹ 72.75,Mother Dairy,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Natural 85 Gm,₹ 60.00,Epigamia,85,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Alphonso Mango 85 Gm,₹ 60.00,Epigamia,85,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Strawberry 85 Gm,₹ 60.00,Epigamia,85,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Blueberry 85 Gm,₹ 60.00,Epigamia,85,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Sofit Soy Milk Choco Tetrapack 1 Ltr,,Sofit,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Sofit Soy Milk Natural Tetrapack 1 Ltr,₹ 139.50,Sofit,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Sofit Soy Milk Natural Tetrapack 200 Ml,₹ 36.00,Sofit,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Bio Nutrients Diet Tofu Gold 200 Gm,₹ 99.00,Bio Nutrients,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Go Fresh Paneer 500 Gm,₹ 215.00,Go,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Id Natural Paneer Pack 200 Gm,₹ 130.00,Id,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Starfresh Kulcha Bread (Pack Of 3) 240 Gm,,Starfresh,240,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Kool Cafe Flavoured Milk 200 Ml,,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Masti Dahi Pouch 390 Gm,₹ 32.30,Amul,390,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Fresh Paneer 200 Gm,₹ 85.00,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
