name,price,brand,size_value,size_unit,category,subcategory,url
Amul Delicious Bread Spread 500 Gm,₹ 90.00,Amul,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Slim Milk Tetrapak 1 Ltr,₹ 66.00,Nandini,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Lactose Free Milk 250 Ml,₹ 25.22,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Kool Kesar Flavoured Milk 180 Ml,₹ 24.25,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Kool Elaichi Flavouredmilk 180 Ml,₹ 24.25,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Kool Rose Flavoured Milk 200 Ml,₹ 24.25,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Kool Cafe Flavoured Milk 180 Ml (Can),₹ 33.95,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Cavin'S Milkshake Vanilla 180 Ml,₹ 38.80,Cavin'S,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Cavin'S Milkshake Strawberry 180 Ml,₹ 36.00,Cavin'S,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nescafe Ice Cappuccino Tetrapack 180 Ml,₹ 43.65,Nescafe,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nescafe Ice Latte Tetrapack 180 Ml,₹ 43.65,Nescafe,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Hersheys Milk Shake Chocolate 200 Ml,₹ 36.00,Hersheys,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Hersheys Milk Shake Strawberry 200 Ml,₹ 36.00,Hersheys,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Hersheys Milk Shake Cookies N Cream 200 Ml,₹ 36.00,Hersheys,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Cavin'S Milkshake Strawberry 1 Ltr,₹ 155.20,Cavin'S,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Chetrans Soya Fresh Tofu Pack 250 Gm,₹ 60.00,Chetrans,250,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Burger Supreme 140 Gm,,Modern,140,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Kool Badam Pet Bottle 180 Ml,₹ 24.25,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Sofit Soy Milk Vanilla Tetrapack 1 Ltr,₹ 145.00,Sofit,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Sofit Soy Milk Choco Tetrapack 200 Ml,₹ 36.00,Sofit,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Gokul Full Cream Milk Pouch 500 Ml,,Gokul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Cheese Slice 100 Gm,₹ 115.00,Heritage,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Cheese Slice 400 Gm,₹ 230.00,Britannia,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Cheese Slices 200 Gm,₹ 90.00,D'Lecta,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Cheese Slices 400 Gm,₹ 175.00,D'Lecta,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Mozzarella Chees Block 200 Gm,₹ 99.00,D'Lecta,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Cheese Cubes 200 Gm,₹ 155.20,Milky Mist,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Milky Mist Uht Cream 250 Gm,₹ 74.40,Milky Mist,250,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Full Cream Milk Pouch 1 Ltr,,Mother Dairy,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Toned Milk Pouch 1 Ltr,,Mother Dairy,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Double Toned Milk Pouch 1 Ltr,,Mother Dairy,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Natural Cheddar Cheese Slice 200 Gm,₹ 185.00,D'Lecta,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Shredded Mozzarella 140 Gm,,D'Lecta,140,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Cheddar Cheese 200 Gm,₹ 140.00,Nandini,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Gowardhan Star Dahi Pouch 1 Kg,₹ 67.00,Go,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Butter 100 Gm,₹ 48.00,Heritage,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Chilli Cheese Slice 200 Gm,₹ 130.00,D'Lecta,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Nandini Good Life Pista Flavoured Milk Pet Bottle 180 Ml,,Nandini,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Modern Hi-Fibre Brown Bread 400 Gm,₹ 49.50,Modern,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul A Plus Cheese Slice 400 Gm,₹ 214.50,Amul,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Dahi Pouch 1 Kg,,Amul,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Heritage Sweet Lassi Tetrapack 165 Ml,,Heritage,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Fabsta Badam Flavored Milk 180 Ml,₹ 17.00,Fabsta,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Fabsta Butterscotch Flavored Milk 180 Ml,₹ 19.00,Fabsta,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Kwality Pizza Base 2 Pcs 170 Gm,,Kwality,170,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Kwality Brown Bread 400 Gm,,Kwality,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Kwality Burger Bun 90 Gm,,Kwality,90,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Kwality Anytime White Bread 400 Gm,,Kwality,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Strawberry Cream Cheese 150 Gm,₹ 165.00,D'Lecta,150,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Parle Smoodh Lassi Pet 180 Ml,₹ 19.40,Parle,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Thf Zero Maida Simply Whole Wheat Bread 350 Gm,,Thf,350,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Thf Zero Maida Bombay Pav 156 Gm,,Thf,156,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Thf Zero Maida Multigrain Bread 250 Gm,,Thf,250,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Fresh Cream Tetrapak 1 Ltr,₹ 213.00,Amul,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Masti Dahi Cup 400 Gm,₹ 44.65,Amul,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Dahi Cup 400 Gm,₹ 67.90,Mother Dairy,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Gowardhan Curd Cup 400 Gm,₹ 71.25,Go,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Yakult Probiotic Drink Bottle 325 Ml,₹ 90.00,Yakult,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Masti Dahi 1 Kg,₹ 76.00,Amul,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Gowardhan Curd Tub 1 Kg,₹ 118.75,Go,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Cream Tetrapak 200 Ml,₹ 59.00,D'Lecta,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Dahi Pouch 1 Kg,₹ 72.00,Mother Dairy,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Fresh Cream Edge Tetrapak 250 Ml,₹ 65.96,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Cup Curd 400 Gm,₹ 55.00,Mother Dairy,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Brown Bread 400 Gm,₹ 45.00,Britannia,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Multigrain Bread 400 Gm,,Britannia,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia 100% Whole Wheat Bread 450 Gm,₹ 50.00,Britannia,450,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Healthy Slice Bread 450 Gm,₹ 45.00,Britannia,450,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Whole Wheat Brown Bread 200 Gm,₹ 22.00,Britannia,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Shrikhand Kesar Tub 500 Gm,₹ 120.90,Amul,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Shrikhand Badam Pista Tub 500 Gm,₹ 126.10,Amul,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Shrikhand Real Elaichi Tub 500 Gm,₹ 106.95,Amul,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Shrikhand Real Elaichi Cup 200 Gm,,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Shrikhand Badam Pista Cup 200 Gm,,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Shrikhand Amrakhand Cup 200 Gm,,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Chitale Shrikhand Kesar Tub 250 Gm,,Chitale,250,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Chitale Shrikhand Kesar Tub 500 Gm,₹ 153.26,Chitale,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Chitale Amrakhand Tub 250 Gm,₹ 82.45,Chitale,250,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Chitale Amrakhand Tub 500 Gm,₹ 153.26,Chitale,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Chitale Shrikhand Elaichi Tub 250 Gm,,Chitale,250,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Chitale Shrikhand Elaichi Tub 500 Gm,,Chitale,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Chitale Shrikhand Badam Pista Tub 250 Gm,,Chitale,250,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Kool Rose Lassi Tetrapak 1 Ltr,₹ 87.30,Amul,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Masti Butter Milk Tetrapak 200 Ml,₹ 14.55,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Masti Butter Milk Tetrapak 1 Ltr,₹ 67.90,Amul,1,L,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Kool Rose Lassi Tetrapak 200 Ml,₹ 19.40,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Buttermilk Pouch 450 Ml,₹ 22.00,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Lassi Sweet Bottle 200Ml,₹ 19.40,Mother Dairy,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Mother Dairy Lassi Mango Bottle 180 Ml,₹ 19.40,Mother Dairy,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Lassi Tetrapak 250 Ml,₹ 23.00,Amul,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Block 1 Kg,₹ 515.00,Amul,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Cubes 200 Gm,₹ 124.00,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Cubes 500 Gm,₹ 292.00,Amul,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Block 200 Gm,₹ 121.00,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Cubes 1 Kg,₹ 579.00,Amul,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Cheese Block 200 Gm,₹ 160.00,Britannia,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Cheese Cubes 200 Gm,₹ 120.00,Britannia,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Pizza Cheese Block 200 Gm,₹ 130.95,Britannia,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Pizza Cheese Block 400 Ml,₹ 305.55,Britannia,,,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Block 500 Gm,₹ 289.32,Amul,500,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Slice 100 Gm,₹ 84.39,Amul,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Slice 200 Gm,₹ 134.00,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Britannia Cheese Slice 180 Gm,₹ 103.00,Britannia,180,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Slice 750 Gm,₹ 410.00,Amul,750,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Slice 400 Gm,₹ 260.00,Amul,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Go Cheese Slice 750 Gm,₹ 439.00,Go,750,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Go Cheese Slice 476 Gm,₹ 242.00,Go,476,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Spread 200 Gm,₹ 102.00,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Amul Cheese Spread Garlic 200 Gm,₹ 94.00,Amul,200,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
D'Lecta Processed Cheese Spread 150 Gm,₹ 94.00,D'Lecta,150,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Id Idli Dosa Batter 1 Kg,₹ 87.00,Id,1,Kg,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Emporio Plain Croissants Bread 100 Gm,,Emporio,100,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Epigamia Greek Natural Yogurt 400 Gm,₹ 220.00,Epigamia,400,Gm,Dairy and bakery,,https://www.starquik.com/collections/dairy-bakery,2025-09-20 11:30:14
Fabsta Cheesy Jalapeno Poppers 350 Gm,₹ 169.00,Fabsta,350,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Id Malabar Lachha Paratha 400 Gm,₹ 105.00,Id,400,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Fabsta Cheesy Pizza Sticks 350 Gm,₹ 129.00,Fabsta,350,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Amul Cookes & Cream Ice Cream 2X750Ml,₹ 280.00,Amul,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Amul Fruit & Nut Ice Cream 2Ltr,,Amul,2,L,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Amul Shahi Anjeer Ice Cream Bogo 750G+750G,,Amul,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Amul Butterscotch Ice Cream 2Ltr,,Amul,2,L,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Kwality Walls Oreo Tub 700Ml,,Kwality Walls,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Kwality Walls Mango Tub 700Ml,₹ 180.00,Kwality Walls,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Amul Afgan Dryfruits Ice Cream 750+750Ml,,Amul,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Kwality Walls Cornetto Disc Oreo 120 Ml,,Kwality Walls,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Kwality Walls Kesar Pista Ice Cream 750 Ml,,Kwality Walls,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Kwality Walls Tutty Fruity Ice Cream 750 Ml,₹ 155.00,Kwality Walls,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Kwality Walls Strawberry Ice Cream 750 Ml,₹ 138.30,Kwality Walls,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Choco Crust Vanilla Stick 90Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Black Currant Cone Ice Cream 110Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Real Chocolate 110Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Vanilla Ice Cream Tub 900Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Chocolate Ice Cream Bogo 700Ml+700Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Kesar Kismish Ice Cream Bogo 700Ml+700Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Arabian Dates Cup 125Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Rajbhog Cup 125Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Dairy Day Chocolate Sundae Tub 500Ml,,Dairy Day,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Baskin Robbins Three Cheers Chocolate 500 Ml,,Baskin Robbins,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Amul Moroccan Dryfruit Icecream 1 Ltr (Party Pack),,Amul,1,L,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Amul Sundae Strawberry Magic 1 Ltr (Icecream Partypack),,Amul,1,L,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Mccain Veggie Burger Patty 360 Gm,₹ 133.92,Mccain,360,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Rc Whole Wheat Parota 400 Gm,,Rc,400,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Mccain French Fries Pepper Crunch 420 Gm,₹ 169.75,Mccain,420,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Rc Whole Wheat Chapatti 400 Gm,,Rc,400,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Rc Whole Wheat Poori 400 Gm,,Rc,400,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Mccain Chilli Cheesy Nuggets 400 Gm,₹ 215.00,Mccain,400,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Prasuma Vegetable Momos 24 Pcs,₹ 250.00,Prasuma,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Mccain Chilli Cheesy Nuggets 250G,₹ 158.10,Mccain,,,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Id Wheat Lacha Paratha 400 Gm,₹ 110.00,Id,400,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Id Special Chapattis 200 Gm,₹ 75.00,Id,200,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Mccain Hot & Crisp French Fries 420 Gm,₹ 83.00,Mccain,420,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
Mccain Potato Bites 420 Gm,₹ 160.05,Mccain,420,Gm,Frozen,,https://www.starquik.com/collections/frozen,2025-09-20 11:32:50
